date,product,department,units_produced,defective_units,machine_hours,downtime
2025-08-18 22:51:23.682217,Widget A,QC,1679,98,16.32992141130664,1.747805410263525
2025-08-19 22:51:23.682217,Widget B,Assembly,650,20,15.63638954714726,0.7820828198508023
2025-08-20 22:51:23.682217,Gadget Y,Maintenance,1084,16,10.2104853244593,2.3487107688331568
2025-08-21 22:51:23.682217,Widget A,Maintenance,1384,34,15.421915255181409,4.621564442231266
2025-08-22 22:51:23.682217,Widget A,Packaging,891,15,13.029128406308068,4.984684670486113
2025-08-23 22:51:23.682217,Widget C,QC,897,71,11.146160535359556,4.20086506346987
2025-08-24 22:51:23.682217,Widget B,QC,1755,93,8.311585154504222,2.248328474159908
2025-08-25 22:51:23.682217,Widget B,Maintenance,687,37,18.373136154228206,3.4140208930570575
2025-08-26 22:51:23.682217,Widget C,Assembly,1048,70,11.21460140217853,4.739511131576043
2025-08-27 22:51:23.682217,Widget C,Packaging,1548,10,10.48229250563178,0.28431058192015857
2025-08-28 22:51:23.682217,Widget B,Assembly,636,96,14.994591818315454,3.9367511474523815
2025-08-29 22:51:23.682217,Widget C,Assembly,521,13,19.944548129600033,0.2339464266972724
2025-08-30 22:51:23.682217,Widget C,Maintenance,636,29,23.80683233337992,0.312681674804392
2025-08-31 22:51:23.682217,Gadget Y,Assembly,1915,24,20.758164680282437,2.888155397814247
2025-09-01 22:51:23.682217,Widget A,Testing,601,17,13.46863440425384,1.3899072696517396
2025-09-02 22:51:23.682217,Widget B,Testing,1747,96,22.401460156907405,3.4431992340793616
2025-09-03 22:51:23.682217,Widget C,Maintenance,1853,70,23.471204109730575,2.4411573725777473
2025-09-04 22:51:23.682217,Widget B,Assembly,1592,23,16.111266844145586,3.5256275324792288
2025-09-05 22:51:23.682217,Gadget Y,Assembly,1311,46,10.951769175748886,3.8045310758015063
2025-09-06 22:51:23.682217,Widget A,Assembly,748,89,19.307420187506068,1.1039283827145523
2025-09-07 22:51:23.682217,Widget C,Assembly,1683,54,14.597114290215549,4.628244729605115
2025-09-08 22:51:23.682217,Widget B,QC,1508,39,17.307743534816712,0.9994379118274821
2025-09-09 22:51:23.682217,Widget C,Packaging,1969,68,19.61627052283775,0.21296768861593818
2025-09-10 22:51:23.682217,Widget B,Assembly,1686,56,10.635799237649909,3.6032326562879406
2025-09-11 22:51:23.682217,Gadget X,Assembly,1437,38,19.3775912752615,2.0373354067533778
2025-09-12 22:51:23.682217,Gadget Y,QC,1128,27,15.23878606306018,1.9758301920951848
2025-09-13 22:51:23.682217,Widget A,Maintenance,1367,32,17.510062718745978,4.071821741797313
2025-09-14 22:51:23.682217,Gadget X,Packaging,1542,28,20.900357937340708,4.852961256717492
2025-09-15 22:51:23.682217,Gadget Y,Maintenance,576,39,10.378114867174713,3.3034476453389754
2025-09-16 22:51:23.682217,Widget C,Testing,636,68,12.382069117202915,2.910278579782105
2025-09-17 22:51:23.682217,Widget C,Maintenance,956,19,16.62291517717641,3.7314659591201482
2025-09-18 22:51:23.682217,Widget A,Maintenance,1307,22,9.068882635577555,4.565226611578011
2025-09-19 22:51:23.682217,Widget B,Maintenance,1985,75,8.995239842093547,0.780101288830673
2025-09-20 22:51:23.682217,Gadget X,Assembly,1508,24,11.156934879515184,3.161996151491765
2025-09-21 22:51:23.682217,Widget A,Testing,1500,26,15.525139694667246,0.7838114464560242
2025-09-22 22:51:23.682217,Widget B,QC,1771,62,10.192892220645753,3.194196347565767
2025-09-23 22:51:23.682217,Widget B,Testing,993,92,12.988490005382666,1.37530446763283
2025-09-24 22:51:23.682217,Widget A,Testing,777,76,16.738206140009734,4.726703556682974
2025-09-25 22:51:23.682217,Widget C,Packaging,587,87,11.227447340689663,0.889511728133876
2025-09-26 22:51:23.682217,Widget C,Assembly,822,8,23.103205092229487,0.6733863496153591
2025-09-27 22:51:23.682217,Widget C,Assembly,1926,5,21.674957404668557,2.8625436497725336
2025-09-28 22:51:23.682217,Gadget Y,Maintenance,1329,43,21.91736892051064,0.6124438052584746
2025-09-29 22:51:23.682217,Gadget Y,QC,1094,45,10.678837373945454,4.102763854582362
2025-09-30 22:51:23.682217,Widget C,Packaging,1090,28,10.740728313706619,4.0490814025326225
2025-10-01 22:51:23.682217,Widget A,Packaging,962,17,13.251825046305132,1.7603754921020527
2025-10-02 22:51:23.682217,Widget A,QC,963,42,23.571312539957276,0.19559457896522248
2025-10-03 22:51:23.682217,Widget B,Assembly,1683,56,17.66898235417194,1.1244228710858621
2025-10-04 22:51:23.682217,Gadget Y,Packaging,682,5,17.24185592682697,2.526926625074965
2025-10-05 22:51:23.682217,Widget A,Testing,1355,34,20.956633648796597,0.6456889522892628
2025-10-06 22:51:23.682217,Widget B,Packaging,568,77,21.22223695239149,4.0900231316067535
2025-10-07 22:51:23.682217,Gadget Y,QC,860,51,8.258856671062462,4.7511689643709145
2025-10-08 22:51:23.682217,Gadget Y,QC,1130,71,10.678438399861864,2.3231286925215517
2025-10-09 22:51:23.682217,Gadget Y,Assembly,1251,30,19.758511922080455,4.3801202536121355
2025-10-10 22:51:23.682217,Widget C,QC,898,33,8.75011760510723,3.7133075325232516
2025-10-11 22:51:23.682217,Gadget X,Packaging,1320,13,16.109827200393966,1.3998097170864099
2025-10-12 22:51:23.682217,Gadget X,QC,1790,58,20.753618000687222,4.446514985917128
2025-10-13 22:51:23.682217,Widget C,QC,1437,22,17.163561218965896,0.9850028221538132
2025-10-14 22:51:23.682217,Widget A,Assembly,542,80,15.997996877769944,4.856185633159043
2025-10-15 22:51:23.682217,Gadget Y,Assembly,1815,24,10.789287843477446,1.889874602565158
2025-10-16 22:51:23.682217,Gadget X,Maintenance,1324,69,18.106921717450824,4.88052137757654
2025-10-17 22:51:23.682217,Gadget Y,Assembly,749,8,14.792383640886268,2.6234264250697525
